state,country,lat,long,date,confirmed,deaths,recovered
Bermuda,united-kingdom,32.3078,-64.7505,2020-01-22,0,0,0.0
Cayman Islands,united-kingdom,19.3133,-81.2546,2020-01-22,0,0,0.0
Channel Islands,united-kingdom,49.3723,-2.3644,2020-01-22,0,0,0.0
Gibraltar,united-kingdom,36.1408,-5.3536,2020-01-22,0,0,0.0
Isle of Man,united-kingdom,54.2361,-4.5481,2020-01-22,0,0,0.0
Montserrat,united-kingdom,16.7425,-62.1874,2020-01-22,0,0,0.0
,united-kingdom,55.3781,-3.4360000000000004,2020-01-22,0,0,0.0
Bermuda,united-kingdom,32.3078,-64.7505,2020-01-23,0,0,0.0
Cayman Islands,united-kingdom,19.3133,-81.2546,2020-01-23,0,0,0.0
Channel Islands,united-kingdom,49.3723,-2.3644,2020-01-23,0,0,0.0
Gibraltar,united-kingdom,36.1408,-5.3536,2020-01-23,0,0,0.0
Isle of Man,united-kingdom,54.2361,-4.5481,2020-01-23,0,0,0.0
Montserrat,united-kingdom,16.7425,-62.1874,2020-01-23,0,0,0.0
,united-kingdom,55.3781,-3.4360000000000004,2020-01-23,0,0,0.0
Bermuda,united-kingdom,32.3078,-64.7505,2020-01-24,0,0,0.0
Cayman Islands,united-kingdom,19.3133,-81.2546,2020-01-24,0,0,0.0
Channel Islands,united-kingdom,49.3723,-2.3644,2020-01-24,0,0,0.0
Gibraltar,united-kingdom,36.1408,-5.3536,2020-01-24,0,0,0.0
Isle of Man,united-kingdom,54.2361,-4.5481,2020-01-24,0,0,0.0
Montserrat,united-kingdom,16.7425,-62.1874,2020-01-24,0,0,0.0
,united-kingdom,55.3781,-3.4360000000000004,2020-01-24,0,0,0.0
Bermuda,united-kingdom,32.3078,-64.7505,2020-01-25,0,0,0.0
Cayman Islands,united-kingdom,19.3133,-81.2546,2020-01-25,0,0,0.0
Channel Islands,united-kingdom,49.3723,-2.3644,2020-01-25,0,0,0.0
Gibraltar,united-kingdom,36.1408,-5.3536,2020-01-25,0,0,0.0
Isle of Man,united-kingdom,54.2361,-4.5481,2020-01-25,0,0,0.0
Montserrat,united-kingdom,16.7425,-62.1874,2020-01-25,0,0,0.0
,united-kingdom,55.3781,-3.4360000000000004,2020-01-25,0,0,0.0
Bermuda,united-kingdom,32.3078,-64.7505,2020-01-26,0,0,0.0
Cayman Islands,united-kingdom,19.3133,-81.2546,2020-01-26,0,0,0.0
Channel Islands,united-kingdom,49.3723,-2.3644,2020-01-26,0,0,0.0
Gibraltar,united-kingdom,36.1408,-5.3536,2020-01-26,0,0,0.0
Isle of Man,united-kingdom,54.2361,-4.5481,2020-01-26,0,0,0.0
Montserrat,united-kingdom,16.7425,-62.1874,2020-01-26,0,0,0.0
,united-kingdom,55.3781,-3.4360000000000004,2020-01-26,0,0,0.0
Bermuda,united-kingdom,32.3078,-64.7505,2020-01-27,0,0,0.0
Cayman Islands,united-kingdom,19.3133,-81.2546,2020-01-27,0,0,0.0
Channel Islands,united-kingdom,49.3723,-2.3644,2020-01-27,0,0,0.0
Gibraltar,united-kingdom,36.1408,-5.3536,2020-01-27,0,0,0.0
Isle of Man,united-kingdom,54.2361,-4.5481,2020-01-27,0,0,0.0
Montserrat,united-kingdom,16.7425,-62.1874,2020-01-27,0,0,0.0
,united-kingdom,55.3781,-3.4360000000000004,2020-01-27,0,0,0.0
Bermuda,united-kingdom,32.3078,-64.7505,2020-01-28,0,0,0.0
Cayman Islands,united-kingdom,19.3133,-81.2546,2020-01-28,0,0,0.0
Channel Islands,united-kingdom,49.3723,-2.3644,2020-01-28,0,0,0.0
Gibraltar,united-kingdom,36.1408,-5.3536,2020-01-28,0,0,0.0
Isle of Man,united-kingdom,54.2361,-4.5481,2020-01-28,0,0,0.0
Montserrat,united-kingdom,16.7425,-62.1874,2020-01-28,0,0,0.0
,united-kingdom,55.3781,-3.4360000000000004,2020-01-28,0,0,0.0
Bermuda,united-kingdom,32.3078,-64.7505,2020-01-29,0,0,0.0
Cayman Islands,united-kingdom,19.3133,-81.2546,2020-01-29,0,0,0.0
Channel Islands,united-kingdom,49.3723,-2.3644,2020-01-29,0,0,0.0
Gibraltar,united-kingdom,36.1408,-5.3536,2020-01-29,0,0,0.0
Isle of Man,united-kingdom,54.2361,-4.5481,2020-01-29,0,0,0.0
Montserrat,united-kingdom,16.7425,-62.1874,2020-01-29,0,0,0.0
,united-kingdom,55.3781,-3.4360000000000004,2020-01-29,0,0,0.0
Bermuda,united-kingdom,32.3078,-64.7505,2020-01-30,0,0,0.0
Cayman Islands,united-kingdom,19.3133,-81.2546,2020-01-30,0,0,0.0
Channel Islands,united-kingdom,49.3723,-2.3644,2020-01-30,0,0,0.0
Gibraltar,united-kingdom,36.1408,-5.3536,2020-01-30,0,0,0.0
Isle of Man,united-kingdom,54.2361,-4.5481,2020-01-30,0,0,0.0
Montserrat,united-kingdom,16.7425,-62.1874,2020-01-30,0,0,0.0
,united-kingdom,55.3781,-3.4360000000000004,2020-01-30,0,0,0.0
Bermuda,united-kingdom,32.3078,-64.7505,2020-01-31,0,0,0.0
Cayman Islands,united-kingdom,19.3133,-81.2546,2020-01-31,0,0,0.0
Channel Islands,united-kingdom,49.3723,-2.3644,2020-01-31,0,0,0.0
Gibraltar,united-kingdom,36.1408,-5.3536,2020-01-31,0,0,0.0
Isle of Man,united-kingdom,54.2361,-4.5481,2020-01-31,0,0,0.0
Montserrat,united-kingdom,16.7425,-62.1874,2020-01-31,0,0,0.0
,united-kingdom,55.3781,-3.4360000000000004,2020-01-31,2,0,0.0
Bermuda,united-kingdom,32.3078,-64.7505,2020-02-01,0,0,0.0
