state,country,lat,long,date,confirmed,deaths,recovered
,afghanistan,33.0,65.0,2020-03-17,22,0,1.0
,albania,41.1533,20.1683,2020-03-17,55,1,0.0
,algeria,28.0339,1.6596,2020-03-17,60,4,12.0
,andorra,42.5063,1.5218,2020-03-17,39,0,1.0
,angola,-11.2027,17.8739,2020-03-17,0,0,0.0
,antigua-and-barbuda,17.0608,-61.7964,2020-03-17,1,0,0.0
,argentina,-38.4161,-63.6167,2020-03-17,68,2,3.0
,armenia,40.0691,45.0382,2020-03-17,78,0,1.0
Australian Capital Territory,australia,-35.4735,149.0124,2020-03-17,2,0,0.0
New South Wales,australia,-33.8688,151.2093,2020-03-17,210,4,4.0
Northern Territory,australia,-12.4634,130.8456,2020-03-17,1,0,0.0
Queensland,australia,-28.0167,153.4,2020-03-17,78,0,8.0
South Australia,australia,-34.9285,138.6007,2020-03-17,29,0,3.0
Tasmania,australia,-41.4545,145.9707,2020-03-17,7,0,0.0
Victoria,australia,-37.8136,144.9631,2020-03-17,94,0,8.0
Western Australia,australia,-31.9505,115.8605,2020-03-17,31,1,0.0
,austria,47.5162,14.5501,2020-03-17,1332,3,1.0
,azerbaijan,40.1431,47.5769,2020-03-17,28,1,6.0
,bahamas,25.0343,-77.3963,2020-03-17,1,0,0.0
,bahrain,26.0275,50.55,2020-03-17,228,1,81.0
,bangladesh,23.685,90.3563,2020-03-17,10,0,3.0
,barbados,13.1939,-59.5432,2020-03-17,2,0,0.0
,belarus,53.7098,27.9534,2020-03-17,36,0,3.0
,belgium,50.8333,4.0,2020-03-17,1243,10,1.0
,benin,9.3077,2.3158,2020-03-17,1,0,0.0
,bhutan,27.5142,90.4336,2020-03-17,1,0,0.0
,bolivia,-16.2902,-63.5887,2020-03-17,11,0,0.0
,bosnia-and-herzegovina,43.9159,17.6791,2020-03-17,26,0,2.0
,brazil,-14.235,-51.9253,2020-03-17,321,1,2.0
,brunei,4.5353,114.7277,2020-03-17,56,0,0.0
,bulgaria,42.7339,25.4858,2020-03-17,67,2,0.0
,burkina-faso,12.2383,-1.5616,2020-03-17,15,0,0.0
,cabo-verde,16.5388,-23.0418,2020-03-17,0,0,0.0
,cambodia,11.55,104.9167,2020-03-17,33,0,1.0
,cameroon,3.8480000000000003,11.5021,2020-03-17,10,0,0.0
Alberta,canada,53.9333,-116.5765,2020-03-17,74,0,0.0
British Columbia,canada,49.2827,-123.1207,2020-03-17,103,4,0.0
Grand Princess,canada,37.6489,-122.6655,2020-03-17,8,0,0.0
Manitoba,canada,53.7609,-98.8139,2020-03-17,8,0,0.0
New Brunswick,canada,46.5653,-66.4619,2020-03-17,8,0,0.0
Newfoundland and Labrador,canada,53.1355,-57.6604,2020-03-17,3,0,0.0
Nova Scotia,canada,44.681999999999995,-63.7443,2020-03-17,7,0,0.0
Ontario,canada,51.2538,-85.3232,2020-03-17,185,1,0.0
