state,country,lat,long,date,confirmed,deaths,recovered
,chile,-35.6751,-71.543,2020-01-22,0,0,0.0
,chile,-35.6751,-71.543,2020-01-23,0,0,0.0
,chile,-35.6751,-71.543,2020-01-24,0,0,0.0
,chile,-35.6751,-71.543,2020-01-25,0,0,0.0
,chile,-35.6751,-71.543,2020-01-26,0,0,0.0
,chile,-35.6751,-71.543,2020-01-27,0,0,0.0
,chile,-35.6751,-71.543,2020-01-28,0,0,0.0
,chile,-35.6751,-71.543,2020-01-29,0,0,0.0
,chile,-35.6751,-71.543,2020-01-30,0,0,0.0
,chile,-35.6751,-71.543,2020-01-31,0,0,0.0
,chile,-35.6751,-71.543,2020-02-01,0,0,0.0
,chile,-35.6751,-71.543,2020-02-02,0,0,0.0
,chile,-35.6751,-71.543,2020-02-03,0,0,0.0
,chile,-35.6751,-71.543,2020-02-04,0,0,0.0
,chile,-35.6751,-71.543,2020-02-05,0,0,0.0
,chile,-35.6751,-71.543,2020-02-06,0,0,0.0
,chile,-35.6751,-71.543,2020-02-07,0,0,0.0
,chile,-35.6751,-71.543,2020-02-08,0,0,0.0
,chile,-35.6751,-71.543,2020-02-09,0,0,0.0
,chile,-35.6751,-71.543,2020-02-10,0,0,0.0
,chile,-35.6751,-71.543,2020-02-11,0,0,0.0
,chile,-35.6751,-71.543,2020-02-12,0,0,0.0
,chile,-35.6751,-71.543,2020-02-13,0,0,0.0
,chile,-35.6751,-71.543,2020-02-14,0,0,0.0
,chile,-35.6751,-71.543,2020-02-15,0,0,0.0
,chile,-35.6751,-71.543,2020-02-16,0,0,0.0
,chile,-35.6751,-71.543,2020-02-17,0,0,0.0
,chile,-35.6751,-71.543,2020-02-18,0,0,0.0
,chile,-35.6751,-71.543,2020-02-19,0,0,0.0
,chile,-35.6751,-71.543,2020-02-20,0,0,0.0
,chile,-35.6751,-71.543,2020-02-21,0,0,0.0
,chile,-35.6751,-71.543,2020-02-22,0,0,0.0
,chile,-35.6751,-71.543,2020-02-23,0,0,0.0
,chile,-35.6751,-71.543,2020-02-24,0,0,0.0
,chile,-35.6751,-71.543,2020-02-25,0,0,0.0
,chile,-35.6751,-71.543,2020-02-26,0,0,0.0
,chile,-35.6751,-71.543,2020-02-27,0,0,0.0
,chile,-35.6751,-71.543,2020-02-28,0,0,0.0
,chile,-35.6751,-71.543,2020-02-29,0,0,0.0
,chile,-35.6751,-71.543,2020-03-01,0,0,0.0
,chile,-35.6751,-71.543,2020-03-02,0,0,0.0
,chile,-35.6751,-71.543,2020-03-03,1,0,0.0
,chile,-35.6751,-71.543,2020-03-04,1,0,0.0
,chile,-35.6751,-71.543,2020-03-05,4,0,0.0
,chile,-35.6751,-71.543,2020-03-06,4,0,0.0
,chile,-35.6751,-71.543,2020-03-07,4,0,0.0
,chile,-35.6751,-71.543,2020-03-08,8,0,0.0
,chile,-35.6751,-71.543,2020-03-09,8,0,0.0
,chile,-35.6751,-71.543,2020-03-10,13,0,0.0
,chile,-35.6751,-71.543,2020-03-11,23,0,0.0
,chile,-35.6751,-71.543,2020-03-12,23,0,0.0
,chile,-35.6751,-71.543,2020-03-13,43,0,0.0
,chile,-35.6751,-71.543,2020-03-14,61,0,0.0
,chile,-35.6751,-71.543,2020-03-15,74,0,0.0
,chile,-35.6751,-71.543,2020-03-16,155,0,0.0
,chile,-35.6751,-71.543,2020-03-17,201,0,0.0
,chile,-35.6751,-71.543,2020-03-18,238,0,0.0
,chile,-35.6751,-71.543,2020-03-19,238,0,0.0
,chile,-35.6751,-71.543,2020-03-20,434,0,6.0
,chile,-35.6751,-71.543,2020-03-21,537,0,6.0
,chile,-35.6751,-71.543,2020-03-22,632,1,8.0
,chile,-35.6751,-71.543,2020-03-23,746,2,8.0
,chile,-35.6751,-71.543,2020-03-24,922,2,17.0
,chile,-35.6751,-71.543,2020-03-25,1142,3,22.0
,chile,-35.6751,-71.543,2020-03-26,1306,4,22.0
