index,state,country,lat,long,date,recovered,recovered_new
0,,afghanistan,33.0,65.0,2020-01-22,0,0
244,,afghanistan,33.0,65.0,2020-01-23,0,0
488,,afghanistan,33.0,65.0,2020-01-24,0,0
732,,afghanistan,33.0,65.0,2020-01-25,0,0
976,,afghanistan,33.0,65.0,2020-01-26,0,0
1220,,afghanistan,33.0,65.0,2020-01-27,0,0
1464,,afghanistan,33.0,65.0,2020-01-28,0,0
1708,,afghanistan,33.0,65.0,2020-01-29,0,0
1952,,afghanistan,33.0,65.0,2020-01-30,0,0
2196,,afghanistan,33.0,65.0,2020-01-31,0,0
2440,,afghanistan,33.0,65.0,2020-02-01,0,0
2684,,afghanistan,33.0,65.0,2020-02-02,0,0
2928,,afghanistan,33.0,65.0,2020-02-03,0,0
3172,,afghanistan,33.0,65.0,2020-02-04,0,0
3416,,afghanistan,33.0,65.0,2020-02-05,0,0
3660,,afghanistan,33.0,65.0,2020-02-06,0,0
3904,,afghanistan,33.0,65.0,2020-02-07,0,0
4148,,afghanistan,33.0,65.0,2020-02-08,0,0
4392,,afghanistan,33.0,65.0,2020-02-09,0,0
4636,,afghanistan,33.0,65.0,2020-02-10,0,0
4880,,afghanistan,33.0,65.0,2020-02-11,0,0
5124,,afghanistan,33.0,65.0,2020-02-12,0,0
5368,,afghanistan,33.0,65.0,2020-02-13,0,0
5612,,afghanistan,33.0,65.0,2020-02-14,0,0
5856,,afghanistan,33.0,65.0,2020-02-15,0,0
6100,,afghanistan,33.0,65.0,2020-02-16,0,0
6344,,afghanistan,33.0,65.0,2020-02-17,0,0
6588,,afghanistan,33.0,65.0,2020-02-18,0,0
6832,,afghanistan,33.0,65.0,2020-02-19,0,0
7076,,afghanistan,33.0,65.0,2020-02-20,0,0
7320,,afghanistan,33.0,65.0,2020-02-21,0,0
7564,,afghanistan,33.0,65.0,2020-02-22,0,0
7808,,afghanistan,33.0,65.0,2020-02-23,0,0
8052,,afghanistan,33.0,65.0,2020-02-24,0,0
8296,,afghanistan,33.0,65.0,2020-02-25,0,0
8540,,afghanistan,33.0,65.0,2020-02-26,0,0
8784,,afghanistan,33.0,65.0,2020-02-27,0,0
9028,,afghanistan,33.0,65.0,2020-02-28,0,0
9272,,afghanistan,33.0,65.0,2020-02-29,0,0
9516,,afghanistan,33.0,65.0,2020-03-01,0,0
9760,,afghanistan,33.0,65.0,2020-03-02,0,0
10004,,afghanistan,33.0,65.0,2020-03-03,0,0
10248,,afghanistan,33.0,65.0,2020-03-04,0,0
10492,,afghanistan,33.0,65.0,2020-03-05,0,0
10736,,afghanistan,33.0,65.0,2020-03-06,0,0
10980,,afghanistan,33.0,65.0,2020-03-07,0,0
11224,,afghanistan,33.0,65.0,2020-03-08,0,0
11468,,afghanistan,33.0,65.0,2020-03-09,0,0
11712,,afghanistan,33.0,65.0,2020-03-10,0,0
11956,,afghanistan,33.0,65.0,2020-03-11,0,0
12200,,afghanistan,33.0,65.0,2020-03-12,0,0
12444,,afghanistan,33.0,65.0,2020-03-13,0,0
12688,,afghanistan,33.0,65.0,2020-03-14,0,0
12932,,afghanistan,33.0,65.0,2020-03-15,0,0
13176,,afghanistan,33.0,65.0,2020-03-16,1,1
13420,,afghanistan,33.0,65.0,2020-03-17,1,0
13664,,afghanistan,33.0,65.0,2020-03-18,1,0
13908,,afghanistan,33.0,65.0,2020-03-19,1,0
14152,,afghanistan,33.0,65.0,2020-03-20,1,0
14396,,afghanistan,33.0,65.0,2020-03-21,1,0
14640,,afghanistan,33.0,65.0,2020-03-22,1,0
14884,,afghanistan,33.0,65.0,2020-03-23,1,0
15128,,afghanistan,33.0,65.0,2020-03-24,1,0
15372,,afghanistan,33.0,65.0,2020-03-25,2,1
15616,,afghanistan,33.0,65.0,2020-03-26,2,0
15860,,afghanistan,33.0,65.0,2020-03-27,2,0
16104,,afghanistan,33.0,65.0,2020-03-28,2,0
16348,,afghanistan,33.0,65.0,2020-03-29,2,0
16592,,afghanistan,33.0,65.0,2020-03-30,2,0
16836,,afghanistan,33.0,65.0,2020-03-31,5,3
17080,,afghanistan,33.0,65.0,2020-04-01,5,0
17324,,afghanistan,33.0,65.0,2020-04-02,10,5
17568,,afghanistan,33.0,65.0,2020-04-03,10,0
1,,albania,41.1533,20.1683,2020-01-22,0,0
245,,albania,41.1533,20.1683,2020-01-23,0,0
489,,albania,41.1533,20.1683,2020-01-24,0,0
733,,albania,41.1533,20.1683,2020-01-25,0,0
977,,albania,41.1533,20.1683,2020-01-26,0,0
1221,,albania,41.1533,20.1683,2020-01-27,0,0
1465,,albania,41.1533,20.1683,2020-01-28,0,0
1709,,albania,41.1533,20.1683,2020-01-29,0,0
1953,,albania,41.1533,20.1683,2020-01-30,0,0
2197,,albania,41.1533,20.1683,2020-01-31,0,0
2441,,albania,41.1533,20.1683,2020-02-01,0,0
2685,,albania,41.1533,20.1683,2020-02-02,0,0
2929,,albania,41.1533,20.1683,2020-02-03,0,0
3173,,albania,41.1533,20.1683,2020-02-04,0,0
3417,,albania,41.1533,20.1683,2020-02-05,0,0
3661,,albania,41.1533,20.1683,2020-02-06,0,0
3905,,albania,41.1533,20.1683,2020-02-07,0,0
4149,,albania,41.1533,20.1683,2020-02-08,0,0
4393,,albania,41.1533,20.1683,2020-02-09,0,0
4637,,albania,41.1533,20.1683,2020-02-10,0,0
4881,,albania,41.1533,20.1683,2020-02-11,0,0
5125,,albania,41.1533,20.1683,2020-02-12,0,0
5369,,albania,41.1533,20.1683,2020-02-13,0,0
5613,,albania,41.1533,20.1683,2020-02-14,0,0
5857,,albania,41.1533,20.1683,2020-02-15,0,0
6101,,albania,41.1533,20.1683,2020-02-16,0,0
6345,,albania,41.1533,20.1683,2020-02-17,0,0
6589,,albania,41.1533,20.1683,2020-02-18,0,0
6833,,albania,41.1533,20.1683,2020-02-19,0,0
7077,,albania,41.1533,20.1683,2020-02-20,0,0
7321,,albania,41.1533,20.1683,2020-02-21,0,0
7565,,albania,41.1533,20.1683,2020-02-22,0,0
7809,,albania,41.1533,20.1683,2020-02-23,0,0
8053,,albania,41.1533,20.1683,2020-02-24,0,0
8297,,albania,41.1533,20.1683,2020-02-25,0,0
8541,,albania,41.1533,20.1683,2020-02-26,0,0
8785,,albania,41.1533,20.1683,2020-02-27,0,0
9029,,albania,41.1533,20.1683,2020-02-28,0,0
9273,,albania,41.1533,20.1683,2020-02-29,0,0
9517,,albania,41.1533,20.1683,2020-03-01,0,0
9761,,albania,41.1533,20.1683,2020-03-02,0,0
10005,,albania,41.1533,20.1683,2020-03-03,0,0
10249,,albania,41.1533,20.1683,2020-03-04,0,0
10493,,albania,41.1533,20.1683,2020-03-05,0,0
10737,,albania,41.1533,20.1683,2020-03-06,0,0
10981,,albania,41.1533,20.1683,2020-03-07,0,0
11225,,albania,41.1533,20.1683,2020-03-08,0,0
11469,,albania,41.1533,20.1683,2020-03-09,0,0
11713,,albania,41.1533,20.1683,2020-03-10,0,0
11957,,albania,41.1533,20.1683,2020-03-11,0,0
12201,,albania,41.1533,20.1683,2020-03-12,0,0
12445,,albania,41.1533,20.1683,2020-03-13,0,0
12689,,albania,41.1533,20.1683,2020-03-14,0,0
12933,,albania,41.1533,20.1683,2020-03-15,0,0
13177,,albania,41.1533,20.1683,2020-03-16,0,0
13421,,albania,41.1533,20.1683,2020-03-17,0,0
13665,,albania,41.1533,20.1683,2020-03-18,0,0
13909,,albania,41.1533,20.1683,2020-03-19,0,0
14153,,albania,41.1533,20.1683,2020-03-20,0,0
14397,,albania,41.1533,20.1683,2020-03-21,2,2
14641,,albania,41.1533,20.1683,2020-03-22,2,0
14885,,albania,41.1533,20.1683,2020-03-23,2,0
15129,,albania,41.1533,20.1683,2020-03-24,10,8
15373,,albania,41.1533,20.1683,2020-03-25,17,7
15617,,albania,41.1533,20.1683,2020-03-26,17,0
15861,,albania,41.1533,20.1683,2020-03-27,31,14
16105,,albania,41.1533,20.1683,2020-03-28,31,0
16349,,albania,41.1533,20.1683,2020-03-29,33,2
16593,,albania,41.1533,20.1683,2020-03-30,44,11
16837,,albania,41.1533,20.1683,2020-03-31,52,8
17081,,albania,41.1533,20.1683,2020-04-01,67,15
17325,,albania,41.1533,20.1683,2020-04-02,76,9
17569,,albania,41.1533,20.1683,2020-04-03,89,13
2,,algeria,28.0339,1.6596,2020-01-22,0,0
246,,algeria,28.0339,1.6596,2020-01-23,0,0
490,,algeria,28.0339,1.6596,2020-01-24,0,0
734,,algeria,28.0339,1.6596,2020-01-25,0,0
978,,algeria,28.0339,1.6596,2020-01-26,0,0
1222,,algeria,28.0339,1.6596,2020-01-27,0,0
1466,,algeria,28.0339,1.6596,2020-01-28,0,0
1710,,algeria,28.0339,1.6596,2020-01-29,0,0
1954,,algeria,28.0339,1.6596,2020-01-30,0,0
2198,,algeria,28.0339,1.6596,2020-01-31,0,0
2442,,algeria,28.0339,1.6596,2020-02-01,0,0
2686,,algeria,28.0339,1.6596,2020-02-02,0,0
2930,,algeria,28.0339,1.6596,2020-02-03,0,0
3174,,algeria,28.0339,1.6596,2020-02-04,0,0
3418,,algeria,28.0339,1.6596,2020-02-05,0,0
3662,,algeria,28.0339,1.6596,2020-02-06,0,0
3906,,algeria,28.0339,1.6596,2020-02-07,0,0
4150,,algeria,28.0339,1.6596,2020-02-08,0,0
4394,,algeria,28.0339,1.6596,2020-02-09,0,0
4638,,algeria,28.0339,1.6596,2020-02-10,0,0
4882,,algeria,28.0339,1.6596,2020-02-11,0,0
5126,,algeria,28.0339,1.6596,2020-02-12,0,0
5370,,algeria,28.0339,1.6596,2020-02-13,0,0
5614,,algeria,28.0339,1.6596,2020-02-14,0,0
5858,,algeria,28.0339,1.6596,2020-02-15,0,0
6102,,algeria,28.0339,1.6596,2020-02-16,0,0
6346,,algeria,28.0339,1.6596,2020-02-17,0,0
6590,,algeria,28.0339,1.6596,2020-02-18,0,0
6834,,algeria,28.0339,1.6596,2020-02-19,0,0
7078,,algeria,28.0339,1.6596,2020-02-20,0,0
7322,,algeria,28.0339,1.6596,2020-02-21,0,0
7566,,algeria,28.0339,1.6596,2020-02-22,0,0
7810,,algeria,28.0339,1.6596,2020-02-23,0,0
8054,,algeria,28.0339,1.6596,2020-02-24,0,0
8298,,algeria,28.0339,1.6596,2020-02-25,0,0
8542,,algeria,28.0339,1.6596,2020-02-26,0,0
8786,,algeria,28.0339,1.6596,2020-02-27,0,0
9030,,algeria,28.0339,1.6596,2020-02-28,0,0
9274,,algeria,28.0339,1.6596,2020-02-29,0,0
9518,,algeria,28.0339,1.6596,2020-03-01,0,0
9762,,algeria,28.0339,1.6596,2020-03-02,0,0
10006,,algeria,28.0339,1.6596,2020-03-03,0,0
10250,,algeria,28.0339,1.6596,2020-03-04,0,0
10494,,algeria,28.0339,1.6596,2020-03-05,0,0
10738,,algeria,28.0339,1.6596,2020-03-06,0,0
10982,,algeria,28.0339,1.6596,2020-03-07,0,0
11226,,algeria,28.0339,1.6596,2020-03-08,0,0
11470,,algeria,28.0339,1.6596,2020-03-09,0,0
11714,,algeria,28.0339,1.6596,2020-03-10,0,0
11958,,algeria,28.0339,1.6596,2020-03-11,0,0
12202,,algeria,28.0339,1.6596,2020-03-12,8,8
12446,,algeria,28.0339,1.6596,2020-03-13,8,0
12690,,algeria,28.0339,1.6596,2020-03-14,12,4
12934,,algeria,28.0339,1.6596,2020-03-15,12,0
13178,,algeria,28.0339,1.6596,2020-03-16,12,0
13422,,algeria,28.0339,1.6596,2020-03-17,12,0
13666,,algeria,28.0339,1.6596,2020-03-18,12,0
13910,,algeria,28.0339,1.6596,2020-03-19,32,20
14154,,algeria,28.0339,1.6596,2020-03-20,32,0
14398,,algeria,28.0339,1.6596,2020-03-21,32,0
14642,,algeria,28.0339,1.6596,2020-03-22,65,33
14886,,algeria,28.0339,1.6596,2020-03-23,65,0
15130,,algeria,28.0339,1.6596,2020-03-24,24,-41
15374,,algeria,28.0339,1.6596,2020-03-25,65,41
15618,,algeria,28.0339,1.6596,2020-03-26,29,-36
15862,,algeria,28.0339,1.6596,2020-03-27,29,0
16106,,algeria,28.0339,1.6596,2020-03-28,31,2
16350,,algeria,28.0339,1.6596,2020-03-29,31,0
16594,,algeria,28.0339,1.6596,2020-03-30,37,6
16838,,algeria,28.0339,1.6596,2020-03-31,46,9
17082,,algeria,28.0339,1.6596,2020-04-01,61,15
17326,,algeria,28.0339,1.6596,2020-04-02,61,0
17570,,algeria,28.0339,1.6596,2020-04-03,62,1
3,,andorra,42.5063,1.5218,2020-01-22,0,0
247,,andorra,42.5063,1.5218,2020-01-23,0,0
491,,andorra,42.5063,1.5218,2020-01-24,0,0
735,,andorra,42.5063,1.5218,2020-01-25,0,0
979,,andorra,42.5063,1.5218,2020-01-26,0,0
1223,,andorra,42.5063,1.5218,2020-01-27,0,0
1467,,andorra,42.5063,1.5218,2020-01-28,0,0
1711,,andorra,42.5063,1.5218,2020-01-29,0,0
1955,,andorra,42.5063,1.5218,2020-01-30,0,0
2199,,andorra,42.5063,1.5218,2020-01-31,0,0
2443,,andorra,42.5063,1.5218,2020-02-01,0,0
2687,,andorra,42.5063,1.5218,2020-02-02,0,0
2931,,andorra,42.5063,1.5218,2020-02-03,0,0
3175,,andorra,42.5063,1.5218,2020-02-04,0,0
3419,,andorra,42.5063,1.5218,2020-02-05,0,0
3663,,andorra,42.5063,1.5218,2020-02-06,0,0
3907,,andorra,42.5063,1.5218,2020-02-07,0,0
4151,,andorra,42.5063,1.5218,2020-02-08,0,0
4395,,andorra,42.5063,1.5218,2020-02-09,0,0
4639,,andorra,42.5063,1.5218,2020-02-10,0,0
4883,,andorra,42.5063,1.5218,2020-02-11,0,0
5127,,andorra,42.5063,1.5218,2020-02-12,0,0
5371,,andorra,42.5063,1.5218,2020-02-13,0,0
5615,,andorra,42.5063,1.5218,2020-02-14,0,0
5859,,andorra,42.5063,1.5218,2020-02-15,0,0
6103,,andorra,42.5063,1.5218,2020-02-16,0,0
6347,,andorra,42.5063,1.5218,2020-02-17,0,0
6591,,andorra,42.5063,1.5218,2020-02-18,0,0
6835,,andorra,42.5063,1.5218,2020-02-19,0,0
7079,,andorra,42.5063,1.5218,2020-02-20,0,0
7323,,andorra,42.5063,1.5218,2020-02-21,0,0
7567,,andorra,42.5063,1.5218,2020-02-22,0,0
7811,,andorra,42.5063,1.5218,2020-02-23,0,0
8055,,andorra,42.5063,1.5218,2020-02-24,0,0
8299,,andorra,42.5063,1.5218,2020-02-25,0,0
8543,,andorra,42.5063,1.5218,2020-02-26,0,0
8787,,andorra,42.5063,1.5218,2020-02-27,0,0
9031,,andorra,42.5063,1.5218,2020-02-28,0,0
9275,,andorra,42.5063,1.5218,2020-02-29,0,0
9519,,andorra,42.5063,1.5218,2020-03-01,0,0
9763,,andorra,42.5063,1.5218,2020-03-02,0,0
10007,,andorra,42.5063,1.5218,2020-03-03,0,0
10251,,andorra,42.5063,1.5218,2020-03-04,0,0
10495,,andorra,42.5063,1.5218,2020-03-05,0,0
10739,,andorra,42.5063,1.5218,2020-03-06,0,0
10983,,andorra,42.5063,1.5218,2020-03-07,0,0
11227,,andorra,42.5063,1.5218,2020-03-08,0,0
11471,,andorra,42.5063,1.5218,2020-03-09,0,0
11715,,andorra,42.5063,1.5218,2020-03-10,0,0
11959,,andorra,42.5063,1.5218,2020-03-11,0,0
12203,,andorra,42.5063,1.5218,2020-03-12,1,1
12447,,andorra,42.5063,1.5218,2020-03-13,0,-1
12691,,andorra,42.5063,1.5218,2020-03-14,1,1
12935,,andorra,42.5063,1.5218,2020-03-15,1,0
13179,,andorra,42.5063,1.5218,2020-03-16,1,0
13423,,andorra,42.5063,1.5218,2020-03-17,1,0
13667,,andorra,42.5063,1.5218,2020-03-18,1,0
13911,,andorra,42.5063,1.5218,2020-03-19,1,0
14155,,andorra,42.5063,1.5218,2020-03-20,1,0
14399,,andorra,42.5063,1.5218,2020-03-21,1,0
14643,,andorra,42.5063,1.5218,2020-03-22,1,0
14887,,andorra,42.5063,1.5218,2020-03-23,1,0
15131,,andorra,42.5063,1.5218,2020-03-24,1,0
15375,,andorra,42.5063,1.5218,2020-03-25,1,0
15619,,andorra,42.5063,1.5218,2020-03-26,1,0
15863,,andorra,42.5063,1.5218,2020-03-27,1,0
16107,,andorra,42.5063,1.5218,2020-03-28,1,0
16351,,andorra,42.5063,1.5218,2020-03-29,1,0
16595,,andorra,42.5063,1.5218,2020-03-30,10,9
16839,,andorra,42.5063,1.5218,2020-03-31,10,0
17083,,andorra,42.5063,1.5218,2020-04-01,10,0
17327,,andorra,42.5063,1.5218,2020-04-02,10,0
17571,,andorra,42.5063,1.5218,2020-04-03,16,6
4,,angola,-11.2027,17.8739,2020-01-22,0,0
248,,angola,-11.2027,17.8739,2020-01-23,0,0
492,,angola,-11.2027,17.8739,2020-01-24,0,0
736,,angola,-11.2027,17.8739,2020-01-25,0,0
980,,angola,-11.2027,17.8739,2020-01-26,0,0
1224,,angola,-11.2027,17.8739,2020-01-27,0,0
1468,,angola,-11.2027,17.8739,2020-01-28,0,0
1712,,angola,-11.2027,17.8739,2020-01-29,0,0
1956,,angola,-11.2027,17.8739,2020-01-30,0,0
2200,,angola,-11.2027,17.8739,2020-01-31,0,0
2444,,angola,-11.2027,17.8739,2020-02-01,0,0
2688,,angola,-11.2027,17.8739,2020-02-02,0,0
2932,,angola,-11.2027,17.8739,2020-02-03,0,0
3176,,angola,-11.2027,17.8739,2020-02-04,0,0
3420,,angola,-11.2027,17.8739,2020-02-05,0,0
3664,,angola,-11.2027,17.8739,2020-02-06,0,0
3908,,angola,-11.2027,17.8739,2020-02-07,0,0
4152,,angola,-11.2027,17.8739,2020-02-08,0,0
4396,,angola,-11.2027,17.8739,2020-02-09,0,0
4640,,angola,-11.2027,17.8739,2020-02-10,0,0
4884,,angola,-11.2027,17.8739,2020-02-11,0,0
5128,,angola,-11.2027,17.8739,2020-02-12,0,0
5372,,angola,-11.2027,17.8739,2020-02-13,0,0
5616,,angola,-11.2027,17.8739,2020-02-14,0,0
5860,,angola,-11.2027,17.8739,2020-02-15,0,0
6104,,angola,-11.2027,17.8739,2020-02-16,0,0
6348,,angola,-11.2027,17.8739,2020-02-17,0,0
6592,,angola,-11.2027,17.8739,2020-02-18,0,0
6836,,angola,-11.2027,17.8739,2020-02-19,0,0
7080,,angola,-11.2027,17.8739,2020-02-20,0,0
7324,,angola,-11.2027,17.8739,2020-02-21,0,0
7568,,angola,-11.2027,17.8739,2020-02-22,0,0
7812,,angola,-11.2027,17.8739,2020-02-23,0,0
8056,,angola,-11.2027,17.8739,2020-02-24,0,0
8300,,angola,-11.2027,17.8739,2020-02-25,0,0
8544,,angola,-11.2027,17.8739,2020-02-26,0,0
8788,,angola,-11.2027,17.8739,2020-02-27,0,0
9032,,angola,-11.2027,17.8739,2020-02-28,0,0
9276,,angola,-11.2027,17.8739,2020-02-29,0,0
9520,,angola,-11.2027,17.8739,2020-03-01,0,0
9764,,angola,-11.2027,17.8739,2020-03-02,0,0
10008,,angola,-11.2027,17.8739,2020-03-03,0,0
10252,,angola,-11.2027,17.8739,2020-03-04,0,0
10496,,angola,-11.2027,17.8739,2020-03-05,0,0
10740,,angola,-11.2027,17.8739,2020-03-06,0,0
10984,,angola,-11.2027,17.8739,2020-03-07,0,0
11228,,angola,-11.2027,17.8739,2020-03-08,0,0
11472,,angola,-11.2027,17.8739,2020-03-09,0,0
11716,,angola,-11.2027,17.8739,2020-03-10,0,0
11960,,angola,-11.2027,17.8739,2020-03-11,0,0
12204,,angola,-11.2027,17.8739,2020-03-12,0,0
12448,,angola,-11.2027,17.8739,2020-03-13,0,0
12692,,angola,-11.2027,17.8739,2020-03-14,0,0
12936,,angola,-11.2027,17.8739,2020-03-15,0,0
13180,,angola,-11.2027,17.8739,2020-03-16,0,0
13424,,angola,-11.2027,17.8739,2020-03-17,0,0
13668,,angola,-11.2027,17.8739,2020-03-18,0,0
13912,,angola,-11.2027,17.8739,2020-03-19,0,0
14156,,angola,-11.2027,17.8739,2020-03-20,0,0
14400,,angola,-11.2027,17.8739,2020-03-21,0,0
14644,,angola,-11.2027,17.8739,2020-03-22,0,0
14888,,angola,-11.2027,17.8739,2020-03-23,0,0
15132,,angola,-11.2027,17.8739,2020-03-24,0,0
15376,,angola,-11.2027,17.8739,2020-03-25,0,0
15620,,angola,-11.2027,17.8739,2020-03-26,0,0
15864,,angola,-11.2027,17.8739,2020-03-27,0,0
16108,,angola,-11.2027,17.8739,2020-03-28,0,0
16352,,angola,-11.2027,17.8739,2020-03-29,0,0
16596,,angola,-11.2027,17.8739,2020-03-30,0,0
16840,,angola,-11.2027,17.8739,2020-03-31,1,1
17084,,angola,-11.2027,17.8739,2020-04-01,1,0
17328,,angola,-11.2027,17.8739,2020-04-02,1,0
17572,,angola,-11.2027,17.8739,2020-04-03,1,0
5,,antigua-and-barbuda,17.0608,-61.7964,2020-01-22,0,0
249,,antigua-and-barbuda,17.0608,-61.7964,2020-01-23,0,0
493,,antigua-and-barbuda,17.0608,-61.7964,2020-01-24,0,0
737,,antigua-and-barbuda,17.0608,-61.7964,2020-01-25,0,0
981,,antigua-and-barbuda,17.0608,-61.7964,2020-01-26,0,0
1225,,antigua-and-barbuda,17.0608,-61.7964,2020-01-27,0,0
1469,,antigua-and-barbuda,17.0608,-61.7964,2020-01-28,0,0
1713,,antigua-and-barbuda,17.0608,-61.7964,2020-01-29,0,0
1957,,antigua-and-barbuda,17.0608,-61.7964,2020-01-30,0,0
2201,,antigua-and-barbuda,17.0608,-61.7964,2020-01-31,0,0
2445,,antigua-and-barbuda,17.0608,-61.7964,2020-02-01,0,0
2689,,antigua-and-barbuda,17.0608,-61.7964,2020-02-02,0,0
2933,,antigua-and-barbuda,17.0608,-61.7964,2020-02-03,0,0
3177,,antigua-and-barbuda,17.0608,-61.7964,2020-02-04,0,0
3421,,antigua-and-barbuda,17.0608,-61.7964,2020-02-05,0,0
3665,,antigua-and-barbuda,17.0608,-61.7964,2020-02-06,0,0
3909,,antigua-and-barbuda,17.0608,-61.7964,2020-02-07,0,0
4153,,antigua-and-barbuda,17.0608,-61.7964,2020-02-08,0,0
4397,,antigua-and-barbuda,17.0608,-61.7964,2020-02-09,0,0
4641,,antigua-and-barbuda,17.0608,-61.7964,2020-02-10,0,0
4885,,antigua-and-barbuda,17.0608,-61.7964,2020-02-11,0,0
5129,,antigua-and-barbuda,17.0608,-61.7964,2020-02-12,0,0
5373,,antigua-and-barbuda,17.0608,-61.7964,2020-02-13,0,0
5617,,antigua-and-barbuda,17.0608,-61.7964,2020-02-14,0,0
5861,,antigua-and-barbuda,17.0608,-61.7964,2020-02-15,0,0
6105,,antigua-and-barbuda,17.0608,-61.7964,2020-02-16,0,0
6349,,antigua-and-barbuda,17.0608,-61.7964,2020-02-17,0,0
6593,,antigua-and-barbuda,17.0608,-61.7964,2020-02-18,0,0
6837,,antigua-and-barbuda,17.0608,-61.7964,2020-02-19,0,0
7081,,antigua-and-barbuda,17.0608,-61.7964,2020-02-20,0,0
7325,,antigua-and-barbuda,17.0608,-61.7964,2020-02-21,0,0
7569,,antigua-and-barbuda,17.0608,-61.7964,2020-02-22,0,0
7813,,antigua-and-barbuda,17.0608,-61.7964,2020-02-23,0,0
8057,,antigua-and-barbuda,17.0608,-61.7964,2020-02-24,0,0
8301,,antigua-and-barbuda,17.0608,-61.7964,2020-02-25,0,0
8545,,antigua-and-barbuda,17.0608,-61.7964,2020-02-26,0,0
8789,,antigua-and-barbuda,17.0608,-61.7964,2020-02-27,0,0
9033,,antigua-and-barbuda,17.0608,-61.7964,2020-02-28,0,0
9277,,antigua-and-barbuda,17.0608,-61.7964,2020-02-29,0,0
9521,,antigua-and-barbuda,17.0608,-61.7964,2020-03-01,0,0
9765,,antigua-and-barbuda,17.0608,-61.7964,2020-03-02,0,0
10009,,antigua-and-barbuda,17.0608,-61.7964,2020-03-03,0,0
10253,,antigua-and-barbuda,17.0608,-61.7964,2020-03-04,0,0
10497,,antigua-and-barbuda,17.0608,-61.7964,2020-03-05,0,0
10741,,antigua-and-barbuda,17.0608,-61.7964,2020-03-06,0,0
10985,,antigua-and-barbuda,17.0608,-61.7964,2020-03-07,0,0
11229,,antigua-and-barbuda,17.0608,-61.7964,2020-03-08,0,0
11473,,antigua-and-barbuda,17.0608,-61.7964,2020-03-09,0,0
11717,,antigua-and-barbuda,17.0608,-61.7964,2020-03-10,0,0
11961,,antigua-and-barbuda,17.0608,-61.7964,2020-03-11,0,0
12205,,antigua-and-barbuda,17.0608,-61.7964,2020-03-12,0,0
12449,,antigua-and-barbuda,17.0608,-61.7964,2020-03-13,0,0
12693,,antigua-and-barbuda,17.0608,-61.7964,2020-03-14,0,0
12937,,antigua-and-barbuda,17.0608,-61.7964,2020-03-15,0,0
13181,,antigua-and-barbuda,17.0608,-61.7964,2020-03-16,0,0
13425,,antigua-and-barbuda,17.0608,-61.7964,2020-03-17,0,0
13669,,antigua-and-barbuda,17.0608,-61.7964,2020-03-18,0,0
13913,,antigua-and-barbuda,17.0608,-61.7964,2020-03-19,0,0
14157,,antigua-and-barbuda,17.0608,-61.7964,2020-03-20,0,0
14401,,antigua-and-barbuda,17.0608,-61.7964,2020-03-21,0,0
14645,,antigua-and-barbuda,17.0608,-61.7964,2020-03-22,0,0
14889,,antigua-and-barbuda,17.0608,-61.7964,2020-03-23,0,0
15133,,antigua-and-barbuda,17.0608,-61.7964,2020-03-24,0,0
15377,,antigua-and-barbuda,17.0608,-61.7964,2020-03-25,0,0
15621,,antigua-and-barbuda,17.0608,-61.7964,2020-03-26,0,0
15865,,antigua-and-barbuda,17.0608,-61.7964,2020-03-27,0,0
16109,,antigua-and-barbuda,17.0608,-61.7964,2020-03-28,0,0
16353,,antigua-and-barbuda,17.0608,-61.7964,2020-03-29,0,0
16597,,antigua-and-barbuda,17.0608,-61.7964,2020-03-30,0,0
16841,,antigua-and-barbuda,17.0608,-61.7964,2020-03-31,0,0
17085,,antigua-and-barbuda,17.0608,-61.7964,2020-04-01,0,0
17329,,antigua-and-barbuda,17.0608,-61.7964,2020-04-02,0,0
17573,,antigua-and-barbuda,17.0608,-61.7964,2020-04-03,0,0
6,,argentina,-38.4161,-63.6167,2020-01-22,0,0
250,,argentina,-38.4161,-63.6167,2020-01-23,0,0
494,,argentina,-38.4161,-63.6167,2020-01-24,0,0
738,,argentina,-38.4161,-63.6167,2020-01-25,0,0
982,,argentina,-38.4161,-63.6167,2020-01-26,0,0
1226,,argentina,-38.4161,-63.6167,2020-01-27,0,0
1470,,argentina,-38.4161,-63.6167,2020-01-28,0,0
1714,,argentina,-38.4161,-63.6167,2020-01-29,0,0
1958,,argentina,-38.4161,-63.6167,2020-01-30,0,0
2202,,argentina,-38.4161,-63.6167,2020-01-31,0,0
2446,,argentina,-38.4161,-63.6167,2020-02-01,0,0
2690,,argentina,-38.4161,-63.6167,2020-02-02,0,0
2934,,argentina,-38.4161,-63.6167,2020-02-03,0,0
3178,,argentina,-38.4161,-63.6167,2020-02-04,0,0
3422,,argentina,-38.4161,-63.6167,2020-02-05,0,0
3666,,argentina,-38.4161,-63.6167,2020-02-06,0,0
3910,,argentina,-38.4161,-63.6167,2020-02-07,0,0
4154,,argentina,-38.4161,-63.6167,2020-02-08,0,0
4398,,argentina,-38.4161,-63.6167,2020-02-09,0,0
4642,,argentina,-38.4161,-63.6167,2020-02-10,0,0
4886,,argentina,-38.4161,-63.6167,2020-02-11,0,0
5130,,argentina,-38.4161,-63.6167,2020-02-12,0,0
5374,,argentina,-38.4161,-63.6167,2020-02-13,0,0
5618,,argentina,-38.4161,-63.6167,2020-02-14,0,0
5862,,argentina,-38.4161,-63.6167,2020-02-15,0,0
