index,state,country,lat,long,date,recovered,recovered_new
8951,,new-zealand,-40.9006,174.886,2020-02-27,0,0
9195,,new-zealand,-40.9006,174.886,2020-02-28,0,0
9439,,new-zealand,-40.9006,174.886,2020-02-29,0,0
9683,,new-zealand,-40.9006,174.886,2020-03-01,0,0
9927,,new-zealand,-40.9006,174.886,2020-03-02,0,0
10171,,new-zealand,-40.9006,174.886,2020-03-03,0,0
10415,,new-zealand,-40.9006,174.886,2020-03-04,0,0
10659,,new-zealand,-40.9006,174.886,2020-03-05,0,0
10903,,new-zealand,-40.9006,174.886,2020-03-06,0,0
11147,,new-zealand,-40.9006,174.886,2020-03-07,0,0
11391,,new-zealand,-40.9006,174.886,2020-03-08,0,0
11635,,new-zealand,-40.9006,174.886,2020-03-09,0,0
11879,,new-zealand,-40.9006,174.886,2020-03-10,0,0
12123,,new-zealand,-40.9006,174.886,2020-03-11,0,0
12367,,new-zealand,-40.9006,174.886,2020-03-12,0,0
12611,,new-zealand,-40.9006,174.886,2020-03-13,0,0
12855,,new-zealand,-40.9006,174.886,2020-03-14,0,0
13099,,new-zealand,-40.9006,174.886,2020-03-15,0,0
13343,,new-zealand,-40.9006,174.886,2020-03-16,0,0
13587,,new-zealand,-40.9006,174.886,2020-03-17,0,0
13831,,new-zealand,-40.9006,174.886,2020-03-18,0,0
14075,,new-zealand,-40.9006,174.886,2020-03-19,0,0
14319,,new-zealand,-40.9006,174.886,2020-03-20,0,0
14563,,new-zealand,-40.9006,174.886,2020-03-21,0,0
14807,,new-zealand,-40.9006,174.886,2020-03-22,0,0
15051,,new-zealand,-40.9006,174.886,2020-03-23,0,0
15295,,new-zealand,-40.9006,174.886,2020-03-24,12,12
15539,,new-zealand,-40.9006,174.886,2020-03-25,22,10
15783,,new-zealand,-40.9006,174.886,2020-03-26,27,5
16027,,new-zealand,-40.9006,174.886,2020-03-27,37,10
16271,,new-zealand,-40.9006,174.886,2020-03-28,50,13
16515,,new-zealand,-40.9006,174.886,2020-03-29,56,6
16759,,new-zealand,-40.9006,174.886,2020-03-30,63,7
17003,,new-zealand,-40.9006,174.886,2020-03-31,74,11
17247,,new-zealand,-40.9006,174.886,2020-04-01,83,9
17491,,new-zealand,-40.9006,174.886,2020-04-02,92,9
17735,,new-zealand,-40.9006,174.886,2020-04-03,103,11
168,,nicaragua,12.8654,-85.2072,2020-01-22,0,0
412,,nicaragua,12.8654,-85.2072,2020-01-23,0,0
656,,nicaragua,12.8654,-85.2072,2020-01-24,0,0
900,,nicaragua,12.8654,-85.2072,2020-01-25,0,0
1144,,nicaragua,12.8654,-85.2072,2020-01-26,0,0
1388,,nicaragua,12.8654,-85.2072,2020-01-27,0,0
1632,,nicaragua,12.8654,-85.2072,2020-01-28,0,0
1876,,nicaragua,12.8654,-85.2072,2020-01-29,0,0
2120,,nicaragua,12.8654,-85.2072,2020-01-30,0,0
2364,,nicaragua,12.8654,-85.2072,2020-01-31,0,0
2608,,nicaragua,12.8654,-85.2072,2020-02-01,0,0
2852,,nicaragua,12.8654,-85.2072,2020-02-02,0,0
3096,,nicaragua,12.8654,-85.2072,2020-02-03,0,0
3340,,nicaragua,12.8654,-85.2072,2020-02-04,0,0
3584,,nicaragua,12.8654,-85.2072,2020-02-05,0,0
3828,,nicaragua,12.8654,-85.2072,2020-02-06,0,0
4072,,nicaragua,12.8654,-85.2072,2020-02-07,0,0
4316,,nicaragua,12.8654,-85.2072,2020-02-08,0,0
4560,,nicaragua,12.8654,-85.2072,2020-02-09,0,0
4804,,nicaragua,12.8654,-85.2072,2020-02-10,0,0
5048,,nicaragua,12.8654,-85.2072,2020-02-11,0,0
5292,,nicaragua,12.8654,-85.2072,2020-02-12,0,0
5536,,nicaragua,12.8654,-85.2072,2020-02-13,0,0
5780,,nicaragua,12.8654,-85.2072,2020-02-14,0,0
6024,,nicaragua,12.8654,-85.2072,2020-02-15,0,0
6268,,nicaragua,12.8654,-85.2072,2020-02-16,0,0
6512,,nicaragua,12.8654,-85.2072,2020-02-17,0,0
6756,,nicaragua,12.8654,-85.2072,2020-02-18,0,0
7000,,nicaragua,12.8654,-85.2072,2020-02-19,0,0
7244,,nicaragua,12.8654,-85.2072,2020-02-20,0,0
7488,,nicaragua,12.8654,-85.2072,2020-02-21,0,0
7732,,nicaragua,12.8654,-85.2072,2020-02-22,0,0
7976,,nicaragua,12.8654,-85.2072,2020-02-23,0,0
8220,,nicaragua,12.8654,-85.2072,2020-02-24,0,0
8464,,nicaragua,12.8654,-85.2072,2020-02-25,0,0
8708,,nicaragua,12.8654,-85.2072,2020-02-26,0,0
8952,,nicaragua,12.8654,-85.2072,2020-02-27,0,0
9196,,nicaragua,12.8654,-85.2072,2020-02-28,0,0
9440,,nicaragua,12.8654,-85.2072,2020-02-29,0,0
9684,,nicaragua,12.8654,-85.2072,2020-03-01,0,0
9928,,nicaragua,12.8654,-85.2072,2020-03-02,0,0
10172,,nicaragua,12.8654,-85.2072,2020-03-03,0,0
10416,,nicaragua,12.8654,-85.2072,2020-03-04,0,0
10660,,nicaragua,12.8654,-85.2072,2020-03-05,0,0
10904,,nicaragua,12.8654,-85.2072,2020-03-06,0,0
11148,,nicaragua,12.8654,-85.2072,2020-03-07,0,0
11392,,nicaragua,12.8654,-85.2072,2020-03-08,0,0
11636,,nicaragua,12.8654,-85.2072,2020-03-09,0,0
11880,,nicaragua,12.8654,-85.2072,2020-03-10,0,0
12124,,nicaragua,12.8654,-85.2072,2020-03-11,0,0
12368,,nicaragua,12.8654,-85.2072,2020-03-12,0,0
12612,,nicaragua,12.8654,-85.2072,2020-03-13,0,0
12856,,nicaragua,12.8654,-85.2072,2020-03-14,0,0
13100,,nicaragua,12.8654,-85.2072,2020-03-15,0,0
13344,,nicaragua,12.8654,-85.2072,2020-03-16,0,0
13588,,nicaragua,12.8654,-85.2072,2020-03-17,0,0
13832,,nicaragua,12.8654,-85.2072,2020-03-18,0,0
14076,,nicaragua,12.8654,-85.2072,2020-03-19,0,0
14320,,nicaragua,12.8654,-85.2072,2020-03-20,0,0
14564,,nicaragua,12.8654,-85.2072,2020-03-21,0,0
14808,,nicaragua,12.8654,-85.2072,2020-03-22,0,0
15052,,nicaragua,12.8654,-85.2072,2020-03-23,0,0
15296,,nicaragua,12.8654,-85.2072,2020-03-24,0,0
15540,,nicaragua,12.8654,-85.2072,2020-03-25,0,0
15784,,nicaragua,12.8654,-85.2072,2020-03-26,0,0
16028,,nicaragua,12.8654,-85.2072,2020-03-27,0,0
16272,,nicaragua,12.8654,-85.2072,2020-03-28,0,0
16516,,nicaragua,12.8654,-85.2072,2020-03-29,0,0
16760,,nicaragua,12.8654,-85.2072,2020-03-30,0,0
17004,,nicaragua,12.8654,-85.2072,2020-03-31,0,0
17248,,nicaragua,12.8654,-85.2072,2020-04-01,0,0
17492,,nicaragua,12.8654,-85.2072,2020-04-02,0,0
17736,,nicaragua,12.8654,-85.2072,2020-04-03,0,0
169,,niger,17.6078,8.0817,2020-01-22,0,0
413,,niger,17.6078,8.0817,2020-01-23,0,0
657,,niger,17.6078,8.0817,2020-01-24,0,0
901,,niger,17.6078,8.0817,2020-01-25,0,0
1145,,niger,17.6078,8.0817,2020-01-26,0,0
1389,,niger,17.6078,8.0817,2020-01-27,0,0
1633,,niger,17.6078,8.0817,2020-01-28,0,0
1877,,niger,17.6078,8.0817,2020-01-29,0,0
2121,,niger,17.6078,8.0817,2020-01-30,0,0
2365,,niger,17.6078,8.0817,2020-01-31,0,0
2609,,niger,17.6078,8.0817,2020-02-01,0,0
2853,,niger,17.6078,8.0817,2020-02-02,0,0
3097,,niger,17.6078,8.0817,2020-02-03,0,0
3341,,niger,17.6078,8.0817,2020-02-04,0,0
3585,,niger,17.6078,8.0817,2020-02-05,0,0
3829,,niger,17.6078,8.0817,2020-02-06,0,0
4073,,niger,17.6078,8.0817,2020-02-07,0,0
4317,,niger,17.6078,8.0817,2020-02-08,0,0
4561,,niger,17.6078,8.0817,2020-02-09,0,0
4805,,niger,17.6078,8.0817,2020-02-10,0,0
5049,,niger,17.6078,8.0817,2020-02-11,0,0
5293,,niger,17.6078,8.0817,2020-02-12,0,0
5537,,niger,17.6078,8.0817,2020-02-13,0,0
5781,,niger,17.6078,8.0817,2020-02-14,0,0
6025,,niger,17.6078,8.0817,2020-02-15,0,0
6269,,niger,17.6078,8.0817,2020-02-16,0,0
6513,,niger,17.6078,8.0817,2020-02-17,0,0
6757,,niger,17.6078,8.0817,2020-02-18,0,0
7001,,niger,17.6078,8.0817,2020-02-19,0,0
7245,,niger,17.6078,8.0817,2020-02-20,0,0
7489,,niger,17.6078,8.0817,2020-02-21,0,0
7733,,niger,17.6078,8.0817,2020-02-22,0,0
7977,,niger,17.6078,8.0817,2020-02-23,0,0
8221,,niger,17.6078,8.0817,2020-02-24,0,0
8465,,niger,17.6078,8.0817,2020-02-25,0,0
8709,,niger,17.6078,8.0817,2020-02-26,0,0
8953,,niger,17.6078,8.0817,2020-02-27,0,0
9197,,niger,17.6078,8.0817,2020-02-28,0,0
9441,,niger,17.6078,8.0817,2020-02-29,0,0
9685,,niger,17.6078,8.0817,2020-03-01,0,0
9929,,niger,17.6078,8.0817,2020-03-02,0,0
10173,,niger,17.6078,8.0817,2020-03-03,0,0
10417,,niger,17.6078,8.0817,2020-03-04,0,0
10661,,niger,17.6078,8.0817,2020-03-05,0,0
10905,,niger,17.6078,8.0817,2020-03-06,0,0
11149,,niger,17.6078,8.0817,2020-03-07,0,0
11393,,niger,17.6078,8.0817,2020-03-08,0,0
11637,,niger,17.6078,8.0817,2020-03-09,0,0
11881,,niger,17.6078,8.0817,2020-03-10,0,0
12125,,niger,17.6078,8.0817,2020-03-11,0,0
12369,,niger,17.6078,8.0817,2020-03-12,0,0
12613,,niger,17.6078,8.0817,2020-03-13,0,0
12857,,niger,17.6078,8.0817,2020-03-14,0,0
13101,,niger,17.6078,8.0817,2020-03-15,0,0
13345,,niger,17.6078,8.0817,2020-03-16,0,0
13589,,niger,17.6078,8.0817,2020-03-17,0,0
13833,,niger,17.6078,8.0817,2020-03-18,0,0
14077,,niger,17.6078,8.0817,2020-03-19,0,0
14321,,niger,17.6078,8.0817,2020-03-20,0,0
14565,,niger,17.6078,8.0817,2020-03-21,0,0
14809,,niger,17.6078,8.0817,2020-03-22,0,0
15053,,niger,17.6078,8.0817,2020-03-23,0,0
15297,,niger,17.6078,8.0817,2020-03-24,0,0
15541,,niger,17.6078,8.0817,2020-03-25,0,0
15785,,niger,17.6078,8.0817,2020-03-26,0,0
16029,,niger,17.6078,8.0817,2020-03-27,0,0
16273,,niger,17.6078,8.0817,2020-03-28,0,0
16517,,niger,17.6078,8.0817,2020-03-29,0,0
16761,,niger,17.6078,8.0817,2020-03-30,0,0
17005,,niger,17.6078,8.0817,2020-03-31,0,0
17249,,niger,17.6078,8.0817,2020-04-01,0,0
17493,,niger,17.6078,8.0817,2020-04-02,0,0
17737,,niger,17.6078,8.0817,2020-04-03,0,0
170,,nigeria,9.082,8.6753,2020-01-22,0,0
414,,nigeria,9.082,8.6753,2020-01-23,0,0
658,,nigeria,9.082,8.6753,2020-01-24,0,0
902,,nigeria,9.082,8.6753,2020-01-25,0,0
1146,,nigeria,9.082,8.6753,2020-01-26,0,0
1390,,nigeria,9.082,8.6753,2020-01-27,0,0
1634,,nigeria,9.082,8.6753,2020-01-28,0,0
1878,,nigeria,9.082,8.6753,2020-01-29,0,0
2122,,nigeria,9.082,8.6753,2020-01-30,0,0
2366,,nigeria,9.082,8.6753,2020-01-31,0,0
2610,,nigeria,9.082,8.6753,2020-02-01,0,0
2854,,nigeria,9.082,8.6753,2020-02-02,0,0
3098,,nigeria,9.082,8.6753,2020-02-03,0,0
3342,,nigeria,9.082,8.6753,2020-02-04,0,0
3586,,nigeria,9.082,8.6753,2020-02-05,0,0
3830,,nigeria,9.082,8.6753,2020-02-06,0,0
4074,,nigeria,9.082,8.6753,2020-02-07,0,0
4318,,nigeria,9.082,8.6753,2020-02-08,0,0
4562,,nigeria,9.082,8.6753,2020-02-09,0,0
4806,,nigeria,9.082,8.6753,2020-02-10,0,0
5050,,nigeria,9.082,8.6753,2020-02-11,0,0
5294,,nigeria,9.082,8.6753,2020-02-12,0,0
5538,,nigeria,9.082,8.6753,2020-02-13,0,0
5782,,nigeria,9.082,8.6753,2020-02-14,0,0
6026,,nigeria,9.082,8.6753,2020-02-15,0,0
6270,,nigeria,9.082,8.6753,2020-02-16,0,0
6514,,nigeria,9.082,8.6753,2020-02-17,0,0
6758,,nigeria,9.082,8.6753,2020-02-18,0,0
7002,,nigeria,9.082,8.6753,2020-02-19,0,0
7246,,nigeria,9.082,8.6753,2020-02-20,0,0
7490,,nigeria,9.082,8.6753,2020-02-21,0,0
7734,,nigeria,9.082,8.6753,2020-02-22,0,0
7978,,nigeria,9.082,8.6753,2020-02-23,0,0
8222,,nigeria,9.082,8.6753,2020-02-24,0,0
8466,,nigeria,9.082,8.6753,2020-02-25,0,0
8710,,nigeria,9.082,8.6753,2020-02-26,0,0
8954,,nigeria,9.082,8.6753,2020-02-27,0,0
9198,,nigeria,9.082,8.6753,2020-02-28,0,0
9442,,nigeria,9.082,8.6753,2020-02-29,0,0
9686,,nigeria,9.082,8.6753,2020-03-01,0,0
9930,,nigeria,9.082,8.6753,2020-03-02,0,0
10174,,nigeria,9.082,8.6753,2020-03-03,0,0
10418,,nigeria,9.082,8.6753,2020-03-04,0,0
10662,,nigeria,9.082,8.6753,2020-03-05,0,0
10906,,nigeria,9.082,8.6753,2020-03-06,0,0
11150,,nigeria,9.082,8.6753,2020-03-07,0,0
11394,,nigeria,9.082,8.6753,2020-03-08,0,0
11638,,nigeria,9.082,8.6753,2020-03-09,0,0
11882,,nigeria,9.082,8.6753,2020-03-10,0,0
12126,,nigeria,9.082,8.6753,2020-03-11,0,0
12370,,nigeria,9.082,8.6753,2020-03-12,0,0
12614,,nigeria,9.082,8.6753,2020-03-13,0,0
12858,,nigeria,9.082,8.6753,2020-03-14,0,0
13102,,nigeria,9.082,8.6753,2020-03-15,0,0
13346,,nigeria,9.082,8.6753,2020-03-16,0,0
13590,,nigeria,9.082,8.6753,2020-03-17,0,0
13834,,nigeria,9.082,8.6753,2020-03-18,1,1
14078,,nigeria,9.082,8.6753,2020-03-19,1,0
14322,,nigeria,9.082,8.6753,2020-03-20,1,0
14566,,nigeria,9.082,8.6753,2020-03-21,1,0
14810,,nigeria,9.082,8.6753,2020-03-22,2,1
15054,,nigeria,9.082,8.6753,2020-03-23,2,0
15298,,nigeria,9.082,8.6753,2020-03-24,2,0
15542,,nigeria,9.082,8.6753,2020-03-25,2,0
15786,,nigeria,9.082,8.6753,2020-03-26,2,0
16030,,nigeria,9.082,8.6753,2020-03-27,3,1
16274,,nigeria,9.082,8.6753,2020-03-28,3,0
16518,,nigeria,9.082,8.6753,2020-03-29,3,0
16762,,nigeria,9.082,8.6753,2020-03-30,8,5
17006,,nigeria,9.082,8.6753,2020-03-31,8,0
17250,,nigeria,9.082,8.6753,2020-04-01,9,1
17494,,nigeria,9.082,8.6753,2020-04-02,20,11
17738,,nigeria,9.082,8.6753,2020-04-03,25,5
171,,north-macedonia,41.6086,21.7453,2020-01-22,0,0
415,,north-macedonia,41.6086,21.7453,2020-01-23,0,0
659,,north-macedonia,41.6086,21.7453,2020-01-24,0,0
903,,north-macedonia,41.6086,21.7453,2020-01-25,0,0
1147,,north-macedonia,41.6086,21.7453,2020-01-26,0,0
1391,,north-macedonia,41.6086,21.7453,2020-01-27,0,0
1635,,north-macedonia,41.6086,21.7453,2020-01-28,0,0
1879,,north-macedonia,41.6086,21.7453,2020-01-29,0,0
2123,,north-macedonia,41.6086,21.7453,2020-01-30,0,0
2367,,north-macedonia,41.6086,21.7453,2020-01-31,0,0
2611,,north-macedonia,41.6086,21.7453,2020-02-01,0,0
2855,,north-macedonia,41.6086,21.7453,2020-02-02,0,0
3099,,north-macedonia,41.6086,21.7453,2020-02-03,0,0
3343,,north-macedonia,41.6086,21.7453,2020-02-04,0,0
3587,,north-macedonia,41.6086,21.7453,2020-02-05,0,0
3831,,north-macedonia,41.6086,21.7453,2020-02-06,0,0
4075,,north-macedonia,41.6086,21.7453,2020-02-07,0,0
4319,,north-macedonia,41.6086,21.7453,2020-02-08,0,0
4563,,north-macedonia,41.6086,21.7453,2020-02-09,0,0
4807,,north-macedonia,41.6086,21.7453,2020-02-10,0,0
5051,,north-macedonia,41.6086,21.7453,2020-02-11,0,0
5295,,north-macedonia,41.6086,21.7453,2020-02-12,0,0
5539,,north-macedonia,41.6086,21.7453,2020-02-13,0,0
5783,,north-macedonia,41.6086,21.7453,2020-02-14,0,0
6027,,north-macedonia,41.6086,21.7453,2020-02-15,0,0
6271,,north-macedonia,41.6086,21.7453,2020-02-16,0,0
6515,,north-macedonia,41.6086,21.7453,2020-02-17,0,0
6759,,north-macedonia,41.6086,21.7453,2020-02-18,0,0
7003,,north-macedonia,41.6086,21.7453,2020-02-19,0,0
7247,,north-macedonia,41.6086,21.7453,2020-02-20,0,0
7491,,north-macedonia,41.6086,21.7453,2020-02-21,0,0
7735,,north-macedonia,41.6086,21.7453,2020-02-22,0,0
7979,,north-macedonia,41.6086,21.7453,2020-02-23,0,0
8223,,north-macedonia,41.6086,21.7453,2020-02-24,0,0
8467,,north-macedonia,41.6086,21.7453,2020-02-25,0,0
8711,,north-macedonia,41.6086,21.7453,2020-02-26,0,0
8955,,north-macedonia,41.6086,21.7453,2020-02-27,0,0
9199,,north-macedonia,41.6086,21.7453,2020-02-28,0,0
9443,,north-macedonia,41.6086,21.7453,2020-02-29,0,0
9687,,north-macedonia,41.6086,21.7453,2020-03-01,0,0
9931,,north-macedonia,41.6086,21.7453,2020-03-02,0,0
10175,,north-macedonia,41.6086,21.7453,2020-03-03,0,0
10419,,north-macedonia,41.6086,21.7453,2020-03-04,0,0
10663,,north-macedonia,41.6086,21.7453,2020-03-05,0,0
10907,,north-macedonia,41.6086,21.7453,2020-03-06,0,0
11151,,north-macedonia,41.6086,21.7453,2020-03-07,0,0
11395,,north-macedonia,41.6086,21.7453,2020-03-08,0,0
11639,,north-macedonia,41.6086,21.7453,2020-03-09,0,0
11883,,north-macedonia,41.6086,21.7453,2020-03-10,0,0
12127,,north-macedonia,41.6086,21.7453,2020-03-11,0,0
12371,,north-macedonia,41.6086,21.7453,2020-03-12,0,0
12615,,north-macedonia,41.6086,21.7453,2020-03-13,1,1
12859,,north-macedonia,41.6086,21.7453,2020-03-14,1,0
13103,,north-macedonia,41.6086,21.7453,2020-03-15,1,0
13347,,north-macedonia,41.6086,21.7453,2020-03-16,1,0
13591,,north-macedonia,41.6086,21.7453,2020-03-17,1,0
13835,,north-macedonia,41.6086,21.7453,2020-03-18,1,0
14079,,north-macedonia,41.6086,21.7453,2020-03-19,1,0
14323,,north-macedonia,41.6086,21.7453,2020-03-20,1,0
14567,,north-macedonia,41.6086,21.7453,2020-03-21,1,0
14811,,north-macedonia,41.6086,21.7453,2020-03-22,1,0
15055,,north-macedonia,41.6086,21.7453,2020-03-23,1,0
15299,,north-macedonia,41.6086,21.7453,2020-03-24,1,0
15543,,north-macedonia,41.6086,21.7453,2020-03-25,1,0
15787,,north-macedonia,41.6086,21.7453,2020-03-26,3,2
16031,,north-macedonia,41.6086,21.7453,2020-03-27,3,0
16275,,north-macedonia,41.6086,21.7453,2020-03-28,3,0
16519,,north-macedonia,41.6086,21.7453,2020-03-29,3,0
16763,,north-macedonia,41.6086,21.7453,2020-03-30,12,9
17007,,north-macedonia,41.6086,21.7453,2020-03-31,12,0
17251,,north-macedonia,41.6086,21.7453,2020-04-01,17,5
17495,,north-macedonia,41.6086,21.7453,2020-04-02,17,0
17739,,north-macedonia,41.6086,21.7453,2020-04-03,20,3
172,,norway,60.472,8.4689,2020-01-22,0,0
416,,norway,60.472,8.4689,2020-01-23,0,0
660,,norway,60.472,8.4689,2020-01-24,0,0
904,,norway,60.472,8.4689,2020-01-25,0,0
1148,,norway,60.472,8.4689,2020-01-26,0,0
1392,,norway,60.472,8.4689,2020-01-27,0,0
1636,,norway,60.472,8.4689,2020-01-28,0,0
1880,,norway,60.472,8.4689,2020-01-29,0,0
2124,,norway,60.472,8.4689,2020-01-30,0,0
2368,,norway,60.472,8.4689,2020-01-31,0,0
2612,,norway,60.472,8.4689,2020-02-01,0,0
2856,,norway,60.472,8.4689,2020-02-02,0,0
3100,,norway,60.472,8.4689,2020-02-03,0,0
3344,,norway,60.472,8.4689,2020-02-04,0,0
3588,,norway,60.472,8.4689,2020-02-05,0,0
3832,,norway,60.472,8.4689,2020-02-06,0,0
4076,,norway,60.472,8.4689,2020-02-07,0,0
4320,,norway,60.472,8.4689,2020-02-08,0,0
4564,,norway,60.472,8.4689,2020-02-09,0,0
4808,,norway,60.472,8.4689,2020-02-10,0,0
5052,,norway,60.472,8.4689,2020-02-11,0,0
5296,,norway,60.472,8.4689,2020-02-12,0,0
5540,,norway,60.472,8.4689,2020-02-13,0,0
5784,,norway,60.472,8.4689,2020-02-14,0,0
6028,,norway,60.472,8.4689,2020-02-15,0,0
6272,,norway,60.472,8.4689,2020-02-16,0,0
6516,,norway,60.472,8.4689,2020-02-17,0,0
6760,,norway,60.472,8.4689,2020-02-18,0,0
7004,,norway,60.472,8.4689,2020-02-19,0,0
7248,,norway,60.472,8.4689,2020-02-20,0,0
7492,,norway,60.472,8.4689,2020-02-21,0,0
7736,,norway,60.472,8.4689,2020-02-22,0,0
7980,,norway,60.472,8.4689,2020-02-23,0,0
8224,,norway,60.472,8.4689,2020-02-24,0,0
8468,,norway,60.472,8.4689,2020-02-25,0,0
8712,,norway,60.472,8.4689,2020-02-26,0,0
8956,,norway,60.472,8.4689,2020-02-27,0,0
9200,,norway,60.472,8.4689,2020-02-28,0,0
9444,,norway,60.472,8.4689,2020-02-29,0,0
9688,,norway,60.472,8.4689,2020-03-01,0,0
9932,,norway,60.472,8.4689,2020-03-02,0,0
10176,,norway,60.472,8.4689,2020-03-03,0,0
10420,,norway,60.472,8.4689,2020-03-04,0,0
10664,,norway,60.472,8.4689,2020-03-05,0,0
10908,,norway,60.472,8.4689,2020-03-06,0,0
11152,,norway,60.472,8.4689,2020-03-07,0,0
11396,,norway,60.472,8.4689,2020-03-08,0,0
11640,,norway,60.472,8.4689,2020-03-09,1,1
11884,,norway,60.472,8.4689,2020-03-10,1,0
12128,,norway,60.472,8.4689,2020-03-11,1,0
12372,,norway,60.472,8.4689,2020-03-12,1,0
12616,,norway,60.472,8.4689,2020-03-13,1,0
12860,,norway,60.472,8.4689,2020-03-14,1,0
13104,,norway,60.472,8.4689,2020-03-15,1,0
13348,,norway,60.472,8.4689,2020-03-16,1,0
13592,,norway,60.472,8.4689,2020-03-17,1,0
13836,,norway,60.472,8.4689,2020-03-18,1,0
14080,,norway,60.472,8.4689,2020-03-19,1,0
14324,,norway,60.472,8.4689,2020-03-20,1,0
14568,,norway,60.472,8.4689,2020-03-21,1,0
14812,,norway,60.472,8.4689,2020-03-22,1,0
15056,,norway,60.472,8.4689,2020-03-23,1,0
15300,,norway,60.472,8.4689,2020-03-24,6,5
15544,,norway,60.472,8.4689,2020-03-25,6,0
15788,,norway,60.472,8.4689,2020-03-26,6,0
16032,,norway,60.472,8.4689,2020-03-27,6,0
16276,,norway,60.472,8.4689,2020-03-28,7,1
16520,,norway,60.472,8.4689,2020-03-29,7,0
16764,,norway,60.472,8.4689,2020-03-30,12,5
17008,,norway,60.472,8.4689,2020-03-31,13,1
17252,,norway,60.472,8.4689,2020-04-01,13,0
17496,,norway,60.472,8.4689,2020-04-02,32,19
17740,,norway,60.472,8.4689,2020-04-03,32,0
173,,oman,21.0,57.0,2020-01-22,0,0
417,,oman,21.0,57.0,2020-01-23,0,0
661,,oman,21.0,57.0,2020-01-24,0,0
905,,oman,21.0,57.0,2020-01-25,0,0
1149,,oman,21.0,57.0,2020-01-26,0,0
1393,,oman,21.0,57.0,2020-01-27,0,0
1637,,oman,21.0,57.0,2020-01-28,0,0
1881,,oman,21.0,57.0,2020-01-29,0,0
2125,,oman,21.0,57.0,2020-01-30,0,0
2369,,oman,21.0,57.0,2020-01-31,0,0
2613,,oman,21.0,57.0,2020-02-01,0,0
2857,,oman,21.0,57.0,2020-02-02,0,0
3101,,oman,21.0,57.0,2020-02-03,0,0
3345,,oman,21.0,57.0,2020-02-04,0,0
3589,,oman,21.0,57.0,2020-02-05,0,0
3833,,oman,21.0,57.0,2020-02-06,0,0
4077,,oman,21.0,57.0,2020-02-07,0,0
4321,,oman,21.0,57.0,2020-02-08,0,0
4565,,oman,21.0,57.0,2020-02-09,0,0
4809,,oman,21.0,57.0,2020-02-10,0,0
5053,,oman,21.0,57.0,2020-02-11,0,0
5297,,oman,21.0,57.0,2020-02-12,0,0
5541,,oman,21.0,57.0,2020-02-13,0,0
5785,,oman,21.0,57.0,2020-02-14,0,0
6029,,oman,21.0,57.0,2020-02-15,0,0
6273,,oman,21.0,57.0,2020-02-16,0,0
6517,,oman,21.0,57.0,2020-02-17,0,0
6761,,oman,21.0,57.0,2020-02-18,0,0
7005,,oman,21.0,57.0,2020-02-19,0,0
7249,,oman,21.0,57.0,2020-02-20,0,0
7493,,oman,21.0,57.0,2020-02-21,0,0
7737,,oman,21.0,57.0,2020-02-22,0,0
7981,,oman,21.0,57.0,2020-02-23,0,0
8225,,oman,21.0,57.0,2020-02-24,0,0
8469,,oman,21.0,57.0,2020-02-25,0,0
8713,,oman,21.0,57.0,2020-02-26,0,0
8957,,oman,21.0,57.0,2020-02-27,0,0
9201,,oman,21.0,57.0,2020-02-28,0,0
9445,,oman,21.0,57.0,2020-02-29,1,1
9689,,oman,21.0,57.0,2020-03-01,1,0
9933,,oman,21.0,57.0,2020-03-02,1,0
10177,,oman,21.0,57.0,2020-03-03,2,1
10421,,oman,21.0,57.0,2020-03-04,2,0
10665,,oman,21.0,57.0,2020-03-05,2,0
10909,,oman,21.0,57.0,2020-03-06,2,0
11153,,oman,21.0,57.0,2020-03-07,2,0
11397,,oman,21.0,57.0,2020-03-08,2,0
11641,,oman,21.0,57.0,2020-03-09,2,0
11885,,oman,21.0,57.0,2020-03-10,9,7
12129,,oman,21.0,57.0,2020-03-11,9,0
12373,,oman,21.0,57.0,2020-03-12,9,0
12617,,oman,21.0,57.0,2020-03-13,9,0
12861,,oman,21.0,57.0,2020-03-14,9,0
13105,,oman,21.0,57.0,2020-03-15,9,0
13349,,oman,21.0,57.0,2020-03-16,9,0
13593,,oman,21.0,57.0,2020-03-17,9,0
13837,,oman,21.0,57.0,2020-03-18,12,3
14081,,oman,21.0,57.0,2020-03-19,12,0
14325,,oman,21.0,57.0,2020-03-20,12,0
14569,,oman,21.0,57.0,2020-03-21,12,0
14813,,oman,21.0,57.0,2020-03-22,17,5
15057,,oman,21.0,57.0,2020-03-23,17,0
15301,,oman,21.0,57.0,2020-03-24,17,0
15545,,oman,21.0,57.0,2020-03-25,17,0
15789,,oman,21.0,57.0,2020-03-26,23,6
16033,,oman,21.0,57.0,2020-03-27,23,0
16277,,oman,21.0,57.0,2020-03-28,23,0
16521,,oman,21.0,57.0,2020-03-29,23,0
16765,,oman,21.0,57.0,2020-03-30,29,6
17009,,oman,21.0,57.0,2020-03-31,34,5
17253,,oman,21.0,57.0,2020-04-01,34,0
17497,,oman,21.0,57.0,2020-04-02,57,23
17741,,oman,21.0,57.0,2020-04-03,57,0
174,,pakistan,30.3753,69.3451,2020-01-22,0,0
418,,pakistan,30.3753,69.3451,2020-01-23,0,0
662,,pakistan,30.3753,69.3451,2020-01-24,0,0
906,,pakistan,30.3753,69.3451,2020-01-25,0,0
1150,,pakistan,30.3753,69.3451,2020-01-26,0,0
