index_x,state,country,lat,long,date,confirmed,confirmed_new,index_y,deaths,deaths_new,index,recovered,recovered_new
1806,,afghanistan,33.0,65.0,2020-01-29,0,0,1806,0,0,1708.0,0.0,0.0
1807,,albania,41.1533,20.1683,2020-01-29,0,0,1807,0,0,1709.0,0.0,0.0
1808,,algeria,28.0339,1.6596,2020-01-29,0,0,1808,0,0,1710.0,0.0,0.0
1809,,andorra,42.5063,1.5218,2020-01-29,0,0,1809,0,0,1711.0,0.0,0.0
1810,,angola,-11.2027,17.8739,2020-01-29,0,0,1810,0,0,1712.0,0.0,0.0
1811,,antigua-and-barbuda,17.0608,-61.7964,2020-01-29,0,0,1811,0,0,1713.0,0.0,0.0
1812,,argentina,-38.4161,-63.6167,2020-01-29,0,0,1812,0,0,1714.0,0.0,0.0
1813,,armenia,40.0691,45.0382,2020-01-29,0,0,1813,0,0,1715.0,0.0,0.0
1814,australian-capital-territory,australia,-35.4735,149.0124,2020-01-29,0,0,1814,0,0,1716.0,0.0,0.0
1815,new-south-wales,australia,-33.8688,151.2093,2020-01-29,4,0,1815,0,0,1717.0,0.0,0.0
1816,northern-territory,australia,-12.4634,130.8456,2020-01-29,0,0,1816,0,0,1718.0,0.0,0.0
1817,queensland,australia,-28.0167,153.4,2020-01-29,1,1,1817,0,0,1719.0,0.0,0.0
1818,south-australia,australia,-34.9285,138.6007,2020-01-29,0,0,1818,0,0,1720.0,0.0,0.0
1819,tasmania,australia,-41.4545,145.9707,2020-01-29,0,0,1819,0,0,1721.0,0.0,0.0
1820,victoria,australia,-37.8136,144.9631,2020-01-29,1,0,1820,0,0,1722.0,0.0,0.0
1821,western-australia,australia,-31.9505,115.8605,2020-01-29,0,0,1821,0,0,1723.0,0.0,0.0
1822,,austria,47.5162,14.5501,2020-01-29,0,0,1822,0,0,1724.0,0.0,0.0
1823,,azerbaijan,40.1431,47.5769,2020-01-29,0,0,1823,0,0,1725.0,0.0,0.0
1824,,bahamas,25.0343,-77.3963,2020-01-29,0,0,1824,0,0,1726.0,0.0,0.0
1825,,bahrain,26.0275,50.55,2020-01-29,0,0,1825,0,0,1727.0,0.0,0.0
1826,,bangladesh,23.685,90.3563,2020-01-29,0,0,1826,0,0,1728.0,0.0,0.0
1827,,barbados,13.1939,-59.5432,2020-01-29,0,0,1827,0,0,1729.0,0.0,0.0
1828,,belarus,53.7098,27.9534,2020-01-29,0,0,1828,0,0,1730.0,0.0,0.0
1829,,belgium,50.8333,4.0,2020-01-29,0,0,1829,0,0,1731.0,0.0,0.0
