country,date,confirmed,deaths,recovered,confirmed_new,deaths_new,recovered_new,lat,long
us,2020-01-22,1,0,0.0,1,0,0.0,37.0902,-95.7129
us,2020-01-23,1,0,0.0,0,0,0.0,37.0902,-95.7129
us,2020-01-24,2,0,0.0,1,0,0.0,37.0902,-95.7129
us,2020-01-25,2,0,0.0,0,0,0.0,37.0902,-95.7129
us,2020-01-26,5,0,0.0,3,0,0.0,37.0902,-95.7129
us,2020-01-27,5,0,0.0,0,0,0.0,37.0902,-95.7129
us,2020-01-28,5,0,0.0,0,0,0.0,37.0902,-95.7129
us,2020-01-29,5,0,0.0,0,0,0.0,37.0902,-95.7129
us,2020-01-30,5,0,0.0,0,0,0.0,37.0902,-95.7129
us,2020-01-31,7,0,0.0,2,0,0.0,37.0902,-95.7129
us,2020-02-01,8,0,0.0,1,0,0.0,37.0902,-95.7129
us,2020-02-02,8,0,0.0,0,0,0.0,37.0902,-95.7129
us,2020-02-03,11,0,0.0,3,0,0.0,37.0902,-95.7129
us,2020-02-04,11,0,0.0,0,0,0.0,37.0902,-95.7129
us,2020-02-05,11,0,0.0,0,0,0.0,37.0902,-95.7129
us,2020-02-06,11,0,0.0,0,0,0.0,37.0902,-95.7129
us,2020-02-07,11,0,0.0,0,0,0.0,37.0902,-95.7129
us,2020-02-08,11,0,0.0,0,0,0.0,37.0902,-95.7129
us,2020-02-09,11,0,3.0,0,0,3.0,37.0902,-95.7129
us,2020-02-10,11,0,3.0,0,0,0.0,37.0902,-95.7129
us,2020-02-11,12,0,3.0,1,0,0.0,37.0902,-95.7129
us,2020-02-12,12,0,3.0,0,0,0.0,37.0902,-95.7129
us,2020-02-13,13,0,3.0,1,0,0.0,37.0902,-95.7129
us,2020-02-14,13,0,3.0,0,0,0.0,37.0902,-95.7129
us,2020-02-15,13,0,3.0,0,0,0.0,37.0902,-95.7129
us,2020-02-16,13,0,3.0,0,0,0.0,37.0902,-95.7129
us,2020-02-17,13,0,3.0,0,0,0.0,37.0902,-95.7129
us,2020-02-18,13,0,3.0,0,0,0.0,37.0902,-95.7129
us,2020-02-19,13,0,3.0,0,0,0.0,37.0902,-95.7129
us,2020-02-20,13,0,3.0,0,0,0.0,37.0902,-95.7129
us,2020-02-21,15,0,5.0,2,0,2.0,37.0902,-95.7129
us,2020-02-22,15,0,5.0,0,0,0.0,37.0902,-95.7129
us,2020-02-23,15,0,5.0,0,0,0.0,37.0902,-95.7129
us,2020-02-24,51,0,5.0,36,0,0.0,37.0902,-95.7129
us,2020-02-25,51,0,6.0,0,0,1.0,37.0902,-95.7129
us,2020-02-26,57,0,6.0,6,0,0.0,37.0902,-95.7129
us,2020-02-27,58,0,6.0,1,0,0.0,37.0902,-95.7129
us,2020-02-28,60,0,7.0,2,0,1.0,37.0902,-95.7129
us,2020-02-29,68,1,7.0,8,1,0.0,37.0902,-95.7129
us,2020-03-01,74,1,7.0,6,0,0.0,37.0902,-95.7129
us,2020-03-02,98,6,7.0,24,5,0.0,37.0902,-95.7129
us,2020-03-03,118,7,7.0,20,1,0.0,37.0902,-95.7129
us,2020-03-04,149,11,7.0,31,4,0.0,37.0902,-95.7129
us,2020-03-05,217,12,7.0,68,1,0.0,37.0902,-95.7129
us,2020-03-06,262,14,7.0,45,2,0.0,37.0902,-95.7129
us,2020-03-07,402,17,7.0,140,3,0.0,37.0902,-95.7129
us,2020-03-08,518,21,7.0,116,4,0.0,37.0902,-95.7129
us,2020-03-09,583,22,7.0,65,1,0.0,37.0902,-95.7129
us,2020-03-10,959,28,8.0,376,6,1.0,37.0902,-95.7129
us,2020-03-11,1281,36,8.0,322,8,0.0,37.0902,-95.7129
us,2020-03-12,1663,40,12.0,382,4,4.0,37.0902,-95.7129
us,2020-03-13,2179,47,12.0,516,7,0.0,37.0902,-95.7129
us,2020-03-14,2727,54,12.0,548,7,0.0,37.0902,-95.7129
us,2020-03-15,3499,63,12.0,772,9,0.0,37.0902,-95.7129
us,2020-03-16,4632,85,17.0,1133,22,5.0,37.0902,-95.7129
us,2020-03-17,6421,108,17.0,1789,23,0.0,37.0902,-95.7129
us,2020-03-18,7783,118,105.0,1362,10,88.0,37.0902,-95.7129
us,2020-03-19,13677,200,121.0,5894,82,16.0,37.0902,-95.7129
us,2020-03-20,19100,244,147.0,5423,44,26.0,37.0902,-95.7129
us,2020-03-21,25489,307,176.0,6389,63,29.0,37.0902,-95.7129
us,2020-03-22,33276,417,178.0,7787,110,2.0,37.0902,-95.7129
us,2020-03-23,43847,557,178.0,10571,140,0.0,37.0902,-95.7129
us,2020-03-24,53740,706,348.0,9893,149,170.0,37.0902,-95.7129
us,2020-03-25,65778,942,361.0,12038,236,13.0,37.0902,-95.7129
us,2020-03-26,83836,1209,681.0,18058,267,320.0,37.0902,-95.7129
us,2020-03-27,101657,1581,869.0,17821,372,188.0,37.0902,-95.7129
us,2020-03-28,121478,2026,1072.0,19821,445,203.0,37.0902,-95.7129
us,2020-03-29,140886,2467,2665.0,19408,441,1593.0,37.0902,-95.7129
us,2020-03-30,161807,2978,5644.0,20921,511,2979.0,37.0902,-95.7129
us,2020-03-31,188172,3873,7024.0,26365,895,1380.0,37.0902,-95.7129
us,2020-04-01,213372,4757,8474.0,25200,884,1450.0,37.0902,-95.7129
us,2020-04-02,243453,5926,9001.0,30081,1169,527.0,37.0902,-95.7129
