date,country,state,lat,long,confirmed,deaths,recovered,confirmed_new,deaths_new,recovered_new
2020-04-01,sao-tome-and-principe,,0.18636,6.613081,0,0,0.0,0,0,0.0
2020-04-02,sao-tome-and-principe,,0.18636,6.613081,0,0,0.0,0,0,0.0
2020-04-03,sao-tome-and-principe,,0.18636,6.613081,0,0,0.0,0,0,0.0
2020-04-04,sao-tome-and-principe,,0.18636,6.613081,0,0,0.0,0,0,0.0
2020-04-05,sao-tome-and-principe,,0.18636,6.613081,0,0,0.0,0,0,0.0
2020-04-06,sao-tome-and-principe,,0.18636,6.613081,4,0,0.0,4,0,0.0
2020-04-07,sao-tome-and-principe,,0.18636,6.613081,4,0,0.0,0,0,0.0
2020-04-08,sao-tome-and-principe,,0.18636,6.613081,4,0,0.0,0,0,0.0
2020-04-09,sao-tome-and-principe,,0.18636,6.613081,4,0,0.0,0,0,0.0
2020-04-10,sao-tome-and-principe,,0.18636,6.613081,4,0,0.0,0,0,0.0
2020-04-11,sao-tome-and-principe,,0.18636,6.613081,4,0,0.0,0,0,0.0
2020-04-12,sao-tome-and-principe,,0.18636,6.613081,4,0,0.0,0,0,0.0
2020-04-13,sao-tome-and-principe,,0.18636,6.613081,4,0,0.0,0,0,0.0
2020-04-14,sao-tome-and-principe,,0.18636,6.613081,4,0,0.0,0,0,0.0
2020-04-15,sao-tome-and-principe,,0.18636,6.613081,4,0,0.0,0,0,0.0
2020-04-16,sao-tome-and-principe,,0.18636,6.613081,4,0,0.0,0,0,0.0
2020-04-17,sao-tome-and-principe,,0.18636,6.613081,4,0,0.0,0,0,0.0
2020-04-18,sao-tome-and-principe,,0.18636,6.613081,4,0,0.0,0,0,0.0
2020-04-19,sao-tome-and-principe,,0.18636,6.613081,4,0,0.0,0,0,0.0
2020-04-20,sao-tome-and-principe,,0.18636,6.613081,4,0,0.0,0,0,0.0
2020-04-21,sao-tome-and-principe,,0.18636,6.613081,4,0,0.0,0,0,0.0
2020-04-22,sao-tome-and-principe,,0.18636,6.613081,4,0,0.0,0,0,0.0
2020-04-23,sao-tome-and-principe,,0.18636,6.613081,4,0,0.0,0,0,0.0
2020-04-24,sao-tome-and-principe,,0.18636,6.613081,4,0,0.0,0,0,0.0
2020-04-25,sao-tome-and-principe,,0.18636,6.613081,4,0,0.0,0,0,0.0
2020-04-26,sao-tome-and-principe,,0.18636,6.613081,4,0,0.0,0,0,0.0
2020-04-27,sao-tome-and-principe,,0.18636,6.613081,4,0,0.0,0,0,0.0
2020-04-28,sao-tome-and-principe,,0.18636,6.613081,8,0,4.0,4,0,4.0
2020-04-29,sao-tome-and-principe,,0.18636,6.613081,8,0,4.0,0,0,0.0
2020-04-30,sao-tome-and-principe,,0.18636,6.613081,14,0,4.0,6,0,0.0
2020-05-01,sao-tome-and-principe,,0.18636,6.613081,16,1,4.0,2,1,0.0
2020-05-02,sao-tome-and-principe,,0.18636,6.613081,16,1,4.0,0,0,0.0
2020-05-03,sao-tome-and-principe,,0.18636,6.613081,16,1,4.0,0,0,0.0
