state,country,lat,long,date,confirmed,deaths,recovered
,poland,51.9194,19.1451,2020-01-22,0,0,0.0
,poland,51.9194,19.1451,2020-01-23,0,0,0.0
,poland,51.9194,19.1451,2020-01-24,0,0,0.0
,poland,51.9194,19.1451,2020-01-25,0,0,0.0
,poland,51.9194,19.1451,2020-01-26,0,0,0.0
,poland,51.9194,19.1451,2020-01-27,0,0,0.0
,poland,51.9194,19.1451,2020-01-28,0,0,0.0
,poland,51.9194,19.1451,2020-01-29,0,0,0.0
,poland,51.9194,19.1451,2020-01-30,0,0,0.0
,poland,51.9194,19.1451,2020-01-31,0,0,0.0
,poland,51.9194,19.1451,2020-02-01,0,0,0.0
,poland,51.9194,19.1451,2020-02-02,0,0,0.0
,poland,51.9194,19.1451,2020-02-03,0,0,0.0
,poland,51.9194,19.1451,2020-02-04,0,0,0.0
,poland,51.9194,19.1451,2020-02-05,0,0,0.0
,poland,51.9194,19.1451,2020-02-06,0,0,0.0
,poland,51.9194,19.1451,2020-02-07,0,0,0.0
,poland,51.9194,19.1451,2020-02-08,0,0,0.0
,poland,51.9194,19.1451,2020-02-09,0,0,0.0
,poland,51.9194,19.1451,2020-02-10,0,0,0.0
,poland,51.9194,19.1451,2020-02-11,0,0,0.0
,poland,51.9194,19.1451,2020-02-12,0,0,0.0
,poland,51.9194,19.1451,2020-02-13,0,0,0.0
,poland,51.9194,19.1451,2020-02-14,0,0,0.0
,poland,51.9194,19.1451,2020-02-15,0,0,0.0
,poland,51.9194,19.1451,2020-02-16,0,0,0.0
,poland,51.9194,19.1451,2020-02-17,0,0,0.0
,poland,51.9194,19.1451,2020-02-18,0,0,0.0
,poland,51.9194,19.1451,2020-02-19,0,0,0.0
,poland,51.9194,19.1451,2020-02-20,0,0,0.0
,poland,51.9194,19.1451,2020-02-21,0,0,0.0
,poland,51.9194,19.1451,2020-02-22,0,0,0.0
,poland,51.9194,19.1451,2020-02-23,0,0,0.0
,poland,51.9194,19.1451,2020-02-24,0,0,0.0
,poland,51.9194,19.1451,2020-02-25,0,0,0.0
,poland,51.9194,19.1451,2020-02-26,0,0,0.0
,poland,51.9194,19.1451,2020-02-27,0,0,0.0
,poland,51.9194,19.1451,2020-02-28,0,0,0.0
,poland,51.9194,19.1451,2020-02-29,0,0,0.0
,poland,51.9194,19.1451,2020-03-01,0,0,0.0
,poland,51.9194,19.1451,2020-03-02,0,0,0.0
,poland,51.9194,19.1451,2020-03-03,0,0,0.0
,poland,51.9194,19.1451,2020-03-04,1,0,0.0
,poland,51.9194,19.1451,2020-03-05,1,0,0.0
,poland,51.9194,19.1451,2020-03-06,5,0,0.0
,poland,51.9194,19.1451,2020-03-07,5,0,0.0
,poland,51.9194,19.1451,2020-03-08,11,0,0.0
,poland,51.9194,19.1451,2020-03-09,16,0,0.0
,poland,51.9194,19.1451,2020-03-10,22,0,0.0
,poland,51.9194,19.1451,2020-03-11,31,0,0.0
,poland,51.9194,19.1451,2020-03-12,49,1,0.0
,poland,51.9194,19.1451,2020-03-13,68,2,0.0
,poland,51.9194,19.1451,2020-03-14,103,3,0.0
,poland,51.9194,19.1451,2020-03-15,119,3,0.0
,poland,51.9194,19.1451,2020-03-16,177,4,13.0
,poland,51.9194,19.1451,2020-03-17,238,5,13.0
,poland,51.9194,19.1451,2020-03-18,251,5,13.0
,poland,51.9194,19.1451,2020-03-19,355,5,1.0
,poland,51.9194,19.1451,2020-03-20,425,5,1.0
,poland,51.9194,19.1451,2020-03-21,536,5,1.0
,poland,51.9194,19.1451,2020-03-22,634,7,1.0
,poland,51.9194,19.1451,2020-03-23,749,8,1.0
,poland,51.9194,19.1451,2020-03-24,901,10,1.0
,poland,51.9194,19.1451,2020-03-25,1051,14,7.0
,poland,51.9194,19.1451,2020-03-26,1221,16,7.0
,poland,51.9194,19.1451,2020-03-27,1389,16,7.0
